name,place,found_time,image,source,source_site,source_url,remark
後背包(帽子.化妝包),瑞芳站，瑞芳站,2015/01/28,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145507,灰綠色
紙袋(餐盒),高雄站，車上,2015/01/29,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145508,""
手機,臺南站，車上,2015/01/29,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145509,""
皮夾(溫o駿證件),臺北站，臺北站,2015/01/28,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145510,溫家駿
皮夾(陳o純證件),臺北站，臺北站,2015/01/29,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145511,"學生證,現金1000元"
紙袋(衣服),板橋站，車上,2015/01/29,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145512,綠色衣服
錢包(季o芬證件),臺北站，臺北站,2015/01/29,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145513,季蘇芬
林上花 身分證(12號櫃),中壢站，中壢站,2015/01/30,"",桃園市中壢區石頭里中和路139號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145514,""
雨傘,中壢站，桃園站,2015/01/27,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145515,""
雜誌,桃園站，桃園站,2015/01/27,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145516,""
行李箱,新竹站，新竹站,2015/01/27,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145517,""
手提袋,臺北站，臺北站,2015/01/27,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145518,""
悠遊卡,桃園站，桃園站,2015/01/28,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145519,""
圍巾,桃園站，桃園站,2015/01/28,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145520,""
新台幣,桃園站，桃園站,2015/01/28,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145521,若干
保溫瓶,臺北站，臺北站,2015/01/29,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145522,""
兔子,桃園站，桃園站,2015/01/29,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145523,""
手機,臺中站，臺中站,2015/01/29,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145524,""
衣服.保溫瓶,桃園站，桃園站,2015/01/29,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145525,""
信用卡,湖口站，桃園站,2015/01/29,"",桃園市武陵里中正路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145526,""
手機,新左營站，車上,2015/01/30,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145527,黑色
現金(林內站),斗六站，斗六站,2015/01/27,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145528,""
背包,新竹站，車上,2015/01/28,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145529,""
錢包,嘉義站，車上,2015/01/29,"",雲林縣斗六市信義里民生路187號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145530,""
水壺,豐原站，車上,2015/01/29,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145531,""
印章等物品,民雄站，車上,2015/01/29,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145532,""
背包,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145533,""
保溫杯,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145534,""
明湖國中悠遊卡學生證,南港站，南港站,2015/01/30,"",臺北市南港區南港路1段313號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145535,蔡覲安(1035528)
黑色Lesportac背包(內有保溫瓶),新竹站，車上,2015/01/28,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145536,""
小孩衣服.保溫瓶,新竹站，車上,2015/01/18,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145537,""
車票4張(藍色大象提袋),新竹站，新竹站,2015/01/29,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145538,""
鑰匙一串,新竹站，車上,2015/01/29,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145539,""
紅黃色腳踏車安全帽,新竹站，新竹站,2015/01/29,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145540,""
眼鏡,花蓮站，車上,2015/01/25,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145541,""
肉鬆,花蓮站，車上,2015/01/29,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145542,""
手機,花蓮站，花蓮站,2015/01/29,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145543,""
日曆,花蓮站，車上,2015/01/29,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145544,""
水果,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145545,""
煎餅,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145546,""
皮夾,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145547,""
肉干,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145548,""
安全帽,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145549,""
錢包(證件、現金若干),嘉義站，車上,2015/01/29,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145550,""
化妝品、充電器、行動店源,斗南站，車上,2015/01/30,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145551,背包內
錢包,嘉義站，車上,2015/01/29,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145552,""
褲子、藥品,田中站，車上,2015/01/30,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145553,白色塑膠袋內
安全帽,臺南站，車上,2015/01/29,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145554,深褐色
錢包,善化站，善化站,2015/01/29,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145555,藍色 (2700元)
零錢包,樹林站，車上,2015/01/29,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145556,""
相機,樹林站，車上,2015/01/29,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145557,黑
皮夾,樹林站，樹林站,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145558,""
悠遊卡,中壢站，樹林站,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145559,法國鐵塔摩托車
提袋,樹林站，車上,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145560,""
蛋糕剝皮辣椒,臺北站，車上,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145561,""
記事本,八堵站，車上,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145562,藍
外套,樹林站，車上,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145563,""
平板,樹林站，樹林站,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145564,藍皮套
手機,樹林站，車上,2015/01/30,"",新北市樹林區樹北里鎮前街112號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145565,白
水壺,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145566,""
直傘,屏東站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145567,""
保溫杯,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145568,""
外套,楠梓站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145569,""
按摩棒,楠梓站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145570,""
提袋,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145571,""
塑膠袋,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145572,""
安全帽,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145573,""
皮夾,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145574,""
帽子,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145575,""
圍巾,高雄站，車上,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145576,""
手機,臺南站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145577,""
食品,臺南站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145578,""
水壺,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145579,""
圍巾,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145580,""
手提袋,高雄站，高雄站,2015/01/30,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145581,""
悠遊卡,汐止站，車上,2015/01/31,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145582,""
筆袋,新竹站，車上,2015/01/31,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145583,黑色
手機,蘇澳站，蘇澳站,2015/01/31,"",宜蘭縣蘇澳鎮蘇南里太平路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145584,黑
背包,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145585,""
圍巾,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145586,""
年糕,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145587,""
安全帽,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145588,""
行李包,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145589,""
手機,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145590,""
背包,宜蘭站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145591,""
手機,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145592,""
皮夾,花蓮站，花蓮站,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145593,""
手提包,花蓮站，車上,2015/01/30,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145594,""
手提袋,花蓮站，花蓮站,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145595,""
手提袋,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145596,""
手機,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145597,""
登山杖,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145598,""
毛帽,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145599,""
行李箱,花蓮站，花蓮站,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145600,""
透明票夾(悠遊卡*3),嘉義站，車上,2015/01/30,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145601,""
信用卡&手機,彰化站，車上,2015/01/30,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145602,""
黑提袋(食品.手機ASUS),臺南站，車上,2015/01/30,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145603,""
腳架,屏東站，車上,2015/01/31,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145604,""
Apple筆電,嘉義站，車上,2015/01/31,"",嘉義市中山路528號(含前、後站),台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145605,""
提袋,高雄站，高雄站,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145606,""
外套,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145607,""
外套,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145608,""
悠遊卡,松山站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145609,""
KEY,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145610,""
信用卡,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145611,""
保溫杯,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145612,""
折傘,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145613,""
水壺,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145614,""
保溫杯,屏東站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145615,""
紙袋,屏東站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145616,""
保溫杯,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145617,""
外套,高雄站，高雄站,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145618,""
保溫杯,彰化站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145619,""
外套,高雄站，高雄站,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145620,""
折傘,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145621,""
長傘,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145622,""
塑袋,善化站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145623,""
摺疊板,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145624,""
圍巾,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145625,""
學生證,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145626,""
手機,高雄站，車上,2015/01/31,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145627,""
雨傘,松山站，松山站,2015/01/29,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145628,""
文件,花蓮站，車上,2015/01/31,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145629,""
行李包,花蓮站，花蓮站,2015/02/01,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145630,""
保溫瓶,花蓮站，車上,2015/02/01,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145631,""
相機,花蓮站，車上,2015/02/01,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145632,""
現金若干,花蓮站，花蓮站,2015/02/01,"",花蓮市國聯一路100號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145633,""
藍灰羽絨衣,中壢站，臺北站,2015/01/30,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145634,""
太陽餅,新竹站，車上,2015/01/30,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145635,金黃色袋子
小錢包,臺北站，臺北站,2015/01/30,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145636,""
帽子,汐止站，車上,2015/02/01,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145637,黑色
墨綠色背包,花蓮站，花蓮站,2015/02/01,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145638,""
咖啡色側背包,臺北站，車上,2015/02/01,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145639,""
類似手錶,臺北站，車上,2015/02/01,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145640,綠色
3窗口Chen信用卡(台新),新竹站，新竹站,2015/02/01,"",新竹市榮光里中華路2段445號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145641,""
皮夾(蘇o毅證件),臺北站，臺北站,2015/02/01,"",臺北市中正區黎明里北平西路3號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145642,失主蘇子毅
一卡通,新左營站，新左營站,2015/02/01,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145643,博愛卡
水壺,高雄站，車上,2015/02/01,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145644,藍蓋、藍色袋子
手機,臺北站，車上,2015/02/01,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145645,紫色
塑袋(鞋子 衣物),高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145646,""
提袋(瓷碗),彰化站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145647,""
保溫杯,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145648,""
信用卡,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145649,""
提袋(毛毯 衣物),高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145650,""
信用卡,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145651,""
外套,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145652,""
提袋(奶瓶),臺南站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145653,""
悠遊卡,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145654,""
外套,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145655,""
手機,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145656,""
手機,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145657,""
身分證,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145658,""
安全帽,高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145659,""
背包(衣物 書等),高雄站，車上,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145660,""
鑰匙,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145661,""
外套,高雄站，高雄站,2015/02/01,"",高雄市三民區建國二路318號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145662,""
保溫杯,臺北站，車上,2015/02/01,"","",台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145663,紅色
PUMA背包,高雄站，屏東站,2015/02/01,"",屏東市光復路43號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145664,""
政大學生證,臺南站，臺南站,2015/02/01,"",屏東市光復路43號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145665,陳小姐 0981571398
"",屏東站，屏東站,2015/02/02,"",屏東市光復路43號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145666,""
手機,善化站，車上,2015/02/02,"",臺南市善化區中山路1號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145667,sony黑
白色手機,瑞芳站，車上,2015/01/29,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145668,""
毯子,松山站，車上,2015/01/29,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145669,""
背包,松山站，松山站,2015/01/29,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145670,""
折傘,松山站，松山站,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145671,藍色
綠色紙袋,松山站，車上,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145672,衣服
紅色袋子,松山站，松山站,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145673,""
現金,松山站，松山站,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145674,""
雨傘,松山站，車上,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145675,""
保溫杯,八堵站，車上,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145676,咖啡
悠遊卡,松山站，松山站,2015/01/30,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145677,""
皮夾,松山站，車上,2015/01/31,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145678,""
眼鏡,松山站，松山站,2015/01/31,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145679,""
手機,松山站，車上,2015/01/31,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145680,""
背包,松山站，松山站,2015/01/31,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145681,""
信用卡,松山站，松山站,2015/01/31,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145682,""
肉圓,松山站，松山站,2015/02/01,"",臺北市信義區永吉里松山路11號,台鐵,http://www.railway.gov.tw/tw/lost_Detail.aspx?SN=145683,""
